task_id,track_id_a,track_id_b,culture_a,culture_b,label_a,label_b,title_a,title_b,audio_path_a,audio_path_b,source_url_a,source_url_b,uncertainty,uncertainty_method,question,similar,rationale,annotator,notes
pal_0050,germany_0017,france_0057,germany,france,[17],"[10, 76]",Ships,Métal Province,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0017.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0057.mp3,,,1.7481564283370972,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0051,germany_0096,china_jingju_0063,germany,china,"[17, 3, 9, 63]",lsxp,Dirty Old Frogg (ID 359),Guo_liao_yi,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0096.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0063.wav,,,1.7481563091278076,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0052,germany_0023,great_britain_0063,germany,great_britain,[],[],(Footplate + Signalbox),"anTrgor rEiz (Cafe OTO, 20 May 2013)",E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0023.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0063.mp3,,,1.7481560707092285,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0053,germany_0041,germany_0062,germany,germany,"[18, 1235]","[18, 1235]",Expedition,The Ziggurat,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0041.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0062.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0054,germany_0043,china_opencpop_0007,germany,china,[17],mandarin_pop,Mayfly,后来,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0043.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_opencpop_0007.wav,,,1.6762359142303467,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0055,germany_0010,turkey_modern_0019,germany,turkey,"[17, 103]",,daughter no more,,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0010.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0019.mp3,,,1.6609482765197754,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0056,germany_0000,great_britain_0021,germany,great_britain,"[17, 3, 4]","[17, 103]",By By River,Uncharted Lands,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0000.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0021.mp3,,,1.632631778717041,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0057,germany_0020,great_britain_0033,germany,great_britain,[17],"[17, 137, 9]",Sky Dreamer's Gold,Bergen County Farewell,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0020.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0033.mp3,,,1.632631778717041,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0058,germany_0052,turkey_modern_0101,germany,turkey,[17],,At the Carnival,,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0052.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0101.mp3,,,1.632631778717041,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0059,germany_0037,italy_0097,germany,italy,[],[4],run!,03 Ballata Del Felipe,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0037.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0097.mp3,,,1.5890278816223145,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0060,germany_0054,germany_0084,germany,germany,"[107, 1235]","[17, 107, 4, 1235]",I,Isle of the little branches (ID 358),E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0054.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0084.mp3,,,1.5890278816223145,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0061,great_britain_0061,italy_0094,great_britain,italy,[10],[4],In The Sun,Soyuz,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0061.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0094.mp3,,,2.138333320617676,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0062,great_britain_0007,france_0089,great_britain,france,"[10, 76]","[10, 76]",Hiway Code,Concerts,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0007.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0089.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0063,great_britain_0081,russia_0079,great_britain,russia,"[18, 1235]","[107, 18, 1235, 5]",The Rolling Hills of England,The Loneliness,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0081.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0079.mp3,,,1.9792051315307617,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0064,great_britain_0077,russia_0016,great_britain,russia,"[33, 10, 76, 17]","[10, 76]",Kiss And Tell (breezy bossa nova),Devil Exit From Fashion,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0077.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0016.mp3,,,1.9792050123214722,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0065,great_britain_0035,russia_0063,great_britain,russia,[],"[107, 1235]",Fractal,Train Travel,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0035.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0063.mp3,,,1.8636807203292847,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0066,great_britain_0008,china_jingju_0035,great_britain,china,"[107, 1235]",daxp,Hanami (花見),Wo_Hong_niang,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0008.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0035.wav,,,1.8636806011199951,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0067,great_britain_0009,great_britain_0085,great_britain,great_britain,"[441, 5]","[441, 5]","La Traviata, Brindisi (Verdi)","Prince Igor, Polovetsian Dances (Borodin)",E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0009.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0085.mp3,,,1.8200767040252686,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0068,great_britain_0040,china_opencpop_0040,great_britain,china,"[97, 4]",mandarin_pop,One,等你下课,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0040.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_opencpop_0040.wav,,,1.8200767040252686,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0069,great_britain_0013,great_britain_0045,great_britain,great_britain,"[10, 76]",[],Ice cold brew acapella,Devil's Dream,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0013.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0045.mp3,,,1.7481563091278076,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0070,great_britain_0102,germany_0041,great_britain,germany,"[9, 3, 17]","[18, 1235]",Devil Do,Expedition,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0102.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0041.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0071,great_britain_0001,italy_0041,great_britain,italy,"[33, 10, 76, 17]",[4],Like Home,Pioggia,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0001.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0041.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0072,great_britain_0058,great_britain_0092,great_britain,great_britain,[],[4],Live at Cafe OTO - November 2012,écouter systématiquement son coeur,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0058.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0092.mp3,,,1.6987836360931396,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0073,great_britain_0046,france_0072,great_britain,france,[],"[10, 76]",Man Eating Badgers Of Basra,Dites 33,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0046.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0072.mp3,,,1.6762356758117676,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0074,great_britain_0104,germany_0098,great_britain,germany,"[17, 180, 103]","[4, 5, 13, 1235, 311]",The King's Horses,Awakening Spring (ID 376),E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0104.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0098.mp3,,,1.6609482765197754,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0075,great_britain_0025,great_britain_0101,great_britain,great_britain,"[17, 103]","[17, 103]",I Had A Lover I Thought Was My Own,All In The Morning Coming Down,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0025.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0101.mp3,,,1.632631778717041,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0076,great_britain_0033,italy_0039,great_britain,italy,"[17, 137, 9]","[137, 3, 9]",Bergen County Farewell,Maddalena è un Pungitopo,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0033.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0039.mp3,,,1.632631778717041,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0077,great_britain_0049,italy_0072,great_britain,italy,[],"[18, 1235]",Not Fit For Human Consumption,A light,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0049.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0072.mp3,,,1.632631778717041,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0078,great_britain_0063,russia_0086,great_britain,russia,[],"[107, 18, 1235, 5]","anTrgor rEiz (Cafe OTO, 20 May 2013)",She-Wolf In My Heart (bonus),E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0063.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0086.mp3,,,1.632631778717041,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0079,great_britain_0091,turkey_modern_0067,great_britain,turkey,[17],,Yew Pine Mountain,,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0091.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0067.mp3,,,1.632631778717041,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0080,great_britain_0088,france_0038,great_britain,france,"[17, 94]","[538, 18, 1235]",lullaby,Tartine De Contrebasse,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0088.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0038.mp3,,,1.6326316595077515,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0081,india_saraga_0024,india_saraga_0018,india,india,Shrutinandan Concept - an Introduction by Pandit Ajoy Chakrabarty,Lyrics of all the Bandishes,Shrutinandan Concept - an Introduction by Pandit Ajoy Chakrabarty,Lyrics of all the Bandishes,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0024.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0018.mp3,,,1.8636807203292847,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0082,india_saraga_0012,india_saraga_0013,india,india,Raag Sooha Kanada,Raag Triveni,Raag Sooha Kanada,Raag Triveni,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0012.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0013.mp3,,,1.8636806011199951,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0083,india_saraga_0009,india_saraga_0006,india,india,Raag Nat Kamod,Raag Khokar,Raag Nat Kamod,Raag Khokar,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0009.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0006.mp3,,,1.8200767040252686,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0084,india_saraga_0037,germany_0066,india,germany,Irani Bhairavi Thumri,"[107, 1235]",Irani Bhairavi Thumri,Island,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0037.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0066.mp3,,,1.8200767040252686,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0085,india_saraga_0052,italy_0021,india,italy,Raag Bhairav,"[18, 1235, 13]",Raag Bhairav,Polychromatic Journey,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0052.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0021.mp3,,,1.8200767040252686,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0086,india_saraga_0048,india_saraga_0089,india,india,Raag Bageshree,Raag Mian Malhar,Raag Bageshree,Raag Mian Malhar,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0048.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0089.mp3,,,1.7917602062225342,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0087,india_saraga_0006,india_saraga_0009,india,india,Raag Khokar,Raag Nat Kamod,Raag Khokar,Raag Nat Kamod,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0006.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0009.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0088,india_saraga_0093,russia_0047,india,russia,Raag Bhimpalasi,"[10, 76]",Raag Bhimpalasi,New Years Party by Toptygin (live),E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0093.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0047.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0089,india_saraga_0053,france_0044,india,france,Raag Dhani,[],Raag Dhani,untitled track,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0053.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0044.mp3,,,1.6987837553024292,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0090,india_saraga_0046,russia_0029,india,russia,Raag Todi,[5],Raag Todi,5:00 AM,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0046.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0029.mp3,,,1.6762359142303467,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0091,india_saraga_0060,russia_0059,india,russia,Raag Bhoopali,"[18, 1235]",Raag Bhoopali,I - В ГЛУШИ by Kosta T,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0060.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0059.mp3,,,1.632631778717041,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0092,india_saraga_0075,india_saraga_0074,india,india,Raag Sohani,Raag Kedar,Raag Sohani,Raag Kedar,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0075.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0074.mp3,,,1.632631778717041,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0093,india_saraga_0091,india_saraga_0092,india,india,Raag Gaud Malhar,Raag Poorva,Raag Gaud Malhar,Raag Poorva,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0091.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0092.mp3,,,1.632631778717041,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0094,india_saraga_0077,france_0069,india,france,Raag Lagan Gandhar,"[33, 17, 94]",Raag Lagan Gandhar,God Forsaken Town,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0077.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0069.mp3,,,1.5890278816223145,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0095,india_saraga_0004,india_saraga_0001,india,india,Raag Jogiya,Raag Dagori_Deepki,Raag Jogiya,Raag Dagori_Deepki,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0004.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0001.mp3,,,1.5832593441009521,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0096,india_saraga_0008,india_saraga_0007,india,india,Raag Lalita Gauri,Raag Komal Rishav Aasavari,Raag Lalita Gauri,Raag Komal Rishav Aasavari,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0008.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0007.mp3,,,1.539655327796936,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
