task_id,track_id_a,track_id_b,culture_a,culture_b,label_a,label_b,title_a,title_b,audio_path_a,audio_path_b,source_url_a,source_url_b,uncertainty,uncertainty_method,question,similar,rationale,annotator,notes
pal_0240,france_0083,italy_0012,france,italy,"[17, 10, 103]","[1235, 5]",To think of time,In Her Name,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0083.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0012.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0241,germany_0008,great_britain_0028,germany,great_britain,[17],"[17, 180, 103]",Even If It's True,La Jardinera,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0008.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0028.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0242,germany_0041,germany_0062,germany,germany,"[18, 1235]","[18, 1235]",Expedition,The Ziggurat,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0041.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0062.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0243,great_britain_0028,france_0003,great_britain,france,"[17, 180, 103]","[17, 10, 103]",La Jardinera,All in the Name of Love,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0028.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0003.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0244,great_britain_0054,italy_0012,great_britain,italy,"[4, 37, 103, 13, 17, 311]","[1235, 5]",Games,In Her Name,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0054.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0012.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0245,great_britain_0074,germany_0027,great_britain,germany,[],"[10, 76]",Chiller High Life,Supergenug,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0074.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0027.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0246,great_britain_0102,germany_0041,great_britain,germany,"[9, 3, 17]","[18, 1235]",Devil Do,Expedition,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0102.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0041.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0247,india_saraga_0006,india_saraga_0009,india,india,Raag Khokar,Raag Nat Kamod,Raag Khokar,Raag Nat Kamod,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0006.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0009.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0248,india_saraga_0085,france_0012,india,france,Raag Marwa,[17],Raag Marwa,Comic Topic,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0085.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0012.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0249,india_saraga_0093,russia_0047,india,russia,Raag Bhimpalasi,"[10, 76]",Raag Bhimpalasi,New Years Party by Toptygin (live),E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0093.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0047.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0250,italy_0033,great_britain_0005,italy,great_britain,[4],"[18, 1235]",New Lunacy,Piano song,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0033.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0005.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0251,italy_0042,italy_0104,italy,italy,[4],[4],Boom Boom Baby,To Be a Master P.,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0042.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0104.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0252,italy_0082,germany_0009,italy,germany,"[137, 9]","[107, 1235]",Le Pulci Pesano Sul Cuore Come Elefanti,Flüchtig,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0082.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0009.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0253,modern_english_pop_0061,modern_english_pop_0052,modern_english_pop,modern_english_pop,"['blues', 'pop', 'instrumentalpop']",['pop'],,,E:\Desktop\Echo\storage\public\research_dataset_v3\modern_english_pop\audio\modern_english_pop_0061.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\modern_english_pop\audio\modern_english_pop_0052.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0254,russia_0076,india_saraga_0082,russia,india,"[107, 5, 1235]",Raag Malkauns,Pulsar,Raag Malkauns,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0076.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0082.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0255,turkey_modern_0021,germany_0051,turkey,germany,,"[17, 10]",,Heaven Emerald,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0021.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0051.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0256,turkey_modern_0068,turkey_modern_0118,turkey,turkey,,,,,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0068.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0118.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0257,turkey_modern_0087,france_0044,turkey,france,,[],,untitled track,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0087.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0044.mp3,,,1.704552412033081,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0258,china_jingju_0002,china_jingju_0000,china,china,daeh,daeh,Yi_sha_shi,Bie_yuan_zhong,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0002.wav,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0000.wav,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0259,france_0073,turkey_modern_0099,france,turkey,[],,aux pieds de leon trotsky,,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0073.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0099.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0260,germany_0003,germany_0060,germany,germany,"[322, 4, 5]","[322, 4, 5]",when,glonn,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0003.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0060.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0261,germany_0028,germany_0062,germany,germany,[],"[18, 1235]",Happy Birthday,The Ziggurat,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0028.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0062.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0262,germany_0098,great_britain_0104,germany,great_britain,"[4, 5, 13, 1235, 311]","[17, 180, 103]",Awakening Spring (ID 376),The King's Horses,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0098.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0104.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0263,great_britain_0001,italy_0041,great_britain,italy,"[33, 10, 76, 17]",[4],Like Home,Pioggia,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0001.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0041.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0264,great_britain_0021,germany_0000,great_britain,germany,"[17, 103]","[17, 3, 4]",Uncharted Lands,By By River,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0021.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0000.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0265,great_britain_0059,modern_english_pop_0015,great_britain,modern_english_pop,[],"['groove', 'pop']",Muse Hack (integral),,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0059.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\modern_english_pop\audio\modern_english_pop_0015.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0266,great_britain_0068,china_jingju_0013,great_britain,china,"[107, 1235]",danbz,One Minute For The Sun,Kan_dai_wang,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0068.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0013.wav,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0267,india_saraga_0104,india_saraga_0103,india,india,Introductory speech by Ajoy Chakrabarty,Introduction about Ajoy Chakrabarty,Introductory speech by Ajoy Chakrabarty,Introduction about Ajoy Chakrabarty,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0104.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0103.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0268,indonesia_fma_0006,indonesia_fma_0004,indonesia,indonesia,"[""Pop""]","[""Compilation"", ""Soundtrack"", ""Instrumental""]","Salahku, Sahabatku",Rat and Cat,E:\Desktop\Echo\storage\public\research_dataset_v3\indonesia\audio\indonesia_fma_0006.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\indonesia\audio\indonesia_fma_0004.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0269,indonesia_gamelan_0052,indonesia_gamelan_0051,indonesia,indonesia,orchestra/target,orchestra/target,,,E:\Desktop\Echo\storage\public\research_dataset_v3\indonesia\audio\indonesia_gamelan_0052.wav,E:\Desktop\Echo\storage\public\research_dataset_v3\indonesia\audio\indonesia_gamelan_0051.wav,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0270,italy_0038,france_0079,italy,france,"[18, 1235]","[9, 4, 37]",The secret side,The Dice Man,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0038.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0079.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0271,italy_0104,modern_english_pop_0016,italy,modern_english_pop,[4],"['groove', 'pop']",To Be a Master P.,,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0104.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\modern_english_pop\audio\modern_english_pop_0016.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0272,modern_english_pop_0007,great_britain_0097,modern_english_pop,great_britain,"['pop', 'classical']","[17, 103]",,Night & Day,E:\Desktop\Echo\storage\public\research_dataset_v3\modern_english_pop\audio\modern_english_pop_0007.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0097.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0273,russia_0016,great_britain_0077,russia,great_britain,"[10, 76]","[33, 10, 76, 17]",Devil Exit From Fashion,Kiss And Tell (breezy bossa nova),E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0016.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0077.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0274,russia_0054,india_saraga_0044,russia,india,"[107, 1235]",Raag Rageshri,Försiktigt,Raag Rageshri,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0054.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0044.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0275,russia_0059,india_saraga_0060,russia,india,"[18, 1235]",Raag Bhoopali,I - В ГЛУШИ by Kosta T,Raag Bhoopali,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0059.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0060.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0276,turkey_modern_0096,great_britain_0012,turkey,great_britain,,"[17, 94]",,together we are beautiful,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0096.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0012.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0277,turkey_modern_0132,turkey_modern_0024,turkey,turkey,,,,,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0132.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0024.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0278,turkey_modern_0142,great_britain_0091,turkey,great_britain,,[17],,Yew Pine Mountain,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0142.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0091.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0279,turkey_modern_0147,turkey_modern_0126,turkey,turkey,,,,,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0147.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0126.mp3,,,1.7045522928237915,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0280,france_0025,turkey_modern_0077,france,turkey,"[10, 76]",,Résultat clinique,,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0025.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0077.mp3,,,1.704552173614502,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0281,france_0028,turkey_modern_0048,france,turkey,"[10, 76]",,Rock'n Roll Boy,,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0028.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\turkey\audio\turkey_modern_0048.mp3,,,1.704552173614502,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0282,france_0051,great_britain_0007,france,great_britain,"[17, 10, 103]","[10, 76]",I am of old and young,Hiway Code,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0051.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0007.mp3,,,1.704552173614502,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0283,france_0066,russia_0034,france,russia,"[107, 1235]","[107, 18, 1235]",Mouvement 5,In The House,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0066.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\russia\audio\russia_0034.mp3,,,1.704552173614502,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0284,france_0099,italy_0089,france,italy,"[442, 5]",[4],Camille Saint Saens - Carnaval des animaux - VII Aquarium,Requiem,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0099.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\italy\audio\italy_0089.mp3,,,1.704552173614502,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0285,germany_0072,great_britain_0025,germany,great_britain,"[18, 1235]","[17, 103]",Warmer,I Had A Lover I Thought Was My Own,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0072.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\great_britain\audio\great_britain_0025.mp3,,,1.704552173614502,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0286,germany_0101,germany_0023,germany,germany,"[17, 107, 5, 1235]",[],Summoner of Winter (ID 439),(Footplate + Signalbox),E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0101.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0023.mp3,,,1.704552173614502,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
pal_0287,india_saraga_0098,germany_0044,india,germany,Raag Shree,"[107, 1235]",Raag Shree,Salam'ander,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0098.mp3,E:\Desktop\Echo\storage\public\research_dataset_v3\germany\audio\germany_0044.mp3,,,1.704552173614502,culture_centroid_entropy,请判断这两首曲目是否适合放在同一个歌单或相近的听歌场景里。请根据整体氛围、情绪基调和节奏能量判断它们是否相似；不要根据国家、语言、乐器或标签直接下结论。若相似填 yes，不相似填 no，不确定可留空并在 notes 中说明。,,,,
